NUMPERIODO|FECPROCESO|NUMRIESGO|NUMDEPARTAMENTO|NUMANTIGUEDAD|NUMSEGMENTO|NUMGCU|CANTIDAD
202109|2021-09-01 00:00:00.0|6|13|2|1|2|16
202109|2021-09-01 00:00:00.0|6|13|2|2|1|5
202109|2021-09-01 00:00:00.0|6|13|2|2|2|2026
202109|2021-09-01 00:00:00.0|6|13|2|3|1|6
202109|2021-09-01 00:00:00.0|6|13|2|3|2|1410
202109|2021-09-01 00:00:00.0|6|13|3|1|2|14
202109|2021-09-01 00:00:00.0|6|13|3|2|1|9
202109|2021-09-01 00:00:00.0|6|13|3|2|2|2248
202109|2021-09-01 00:00:00.0|6|13|3|3|1|5
202109|2021-09-01 00:00:00.0|6|13|3|3|2|1813
202109|2021-09-01 00:00:00.0|6|13|4|1|2|4
202109|2021-09-01 00:00:00.0|6|13|4|2|1|4
202109|2021-09-01 00:00:00.0|6|13|4|2|2|701
202109|2021-09-01 00:00:00.0|6|13|4|3|1|2
202109|2021-09-01 00:00:00.0|6|13|4|3|2|649
202109|2021-09-01 00:00:00.0|6|13|5|1|2|46
202109|2021-09-01 00:00:00.0|6|13|5|2|1|12
202109|2021-09-01 00:00:00.0|6|13|5|2|2|2323
202109|2021-09-01 00:00:00.0|6|13|5|3|1|4
202109|2021-09-01 00:00:00.0|6|13|5|3|2|997
202109|2021-09-01 00:00:00.0|6|14|1|1|2|5
202109|2021-09-01 00:00:00.0|6|14|1|2|1|6
202109|2021-09-01 00:00:00.0|6|14|1|2|2|1562
202109|2021-09-01 00:00:00.0|6|14|1|3|1|13
202109|2021-09-01 00:00:00.0|6|14|1|3|2|1070
202109|2021-09-01 00:00:00.0|6|14|2|1|2|5
202109|2021-09-01 00:00:00.0|6|14|2|2|1|10
202109|2021-09-01 00:00:00.0|6|14|2|2|2|1586
202109|2021-09-01 00:00:00.0|6|14|2|3|1|10
202109|2021-09-01 00:00:00.0|6|14|2|3|2|1305
202109|2021-09-01 00:00:00.0|6|14|3|1|2|11
202109|2021-09-01 00:00:00.0|6|14|3|2|1|5
202109|2021-09-01 00:00:00.0|6|14|3|2|2|1634
202109|2021-09-01 00:00:00.0|6|14|3|3|1|3
202109|2021-09-01 00:00:00.0|6|14|3|3|2|1570
202109|2021-09-01 00:00:00.0|6|14|4|1|2|4
202109|2021-09-01 00:00:00.0|6|14|4|2|1|3
202109|2021-09-01 00:00:00.0|6|14|4|2|2|582
202109|2021-09-01 00:00:00.0|6|14|4|3|2|665
202109|2021-09-01 00:00:00.0|6|14|5|1|2|36
202109|2021-09-01 00:00:00.0|6|14|5|2|1|3
202109|2021-09-01 00:00:00.0|6|14|5|2|2|1499
202109|2021-09-01 00:00:00.0|6|14|5|3|1|2
202109|2021-09-01 00:00:00.0|6|14|5|3|2|853
202109|2021-09-01 00:00:00.0|6|15|1|1|1|1
202109|2021-09-01 00:00:00.0|6|15|1|1|2|92
202109|2021-09-01 00:00:00.0|6|15|1|2|1|80
202109|2021-09-01 00:00:00.0|6|15|1|2|2|16089
202109|2021-09-01 00:00:00.0|6|15|1|3|1|82
202109|2021-09-01 00:00:00.0|6|15|1|3|2|9711
202109|2021-09-01 00:00:00.0|6|15|2|1|1|2
202109|2021-09-01 00:00:00.0|6|15|2|1|2|124
202109|2021-09-01 00:00:00.0|6|15|2|2|1|64
202109|2021-09-01 00:00:00.0|6|15|2|2|2|16591
202109|2021-09-01 00:00:00.0|6|15|2|3|1|56
202109|2021-09-01 00:00:00.0|6|15|2|3|2|11286
202109|2021-09-01 00:00:00.0|6|15|3|1|2|130
202109|2021-09-01 00:00:00.0|6|15|3|2|1|60
202109|2021-09-01 00:00:00.0|6|15|3|2|2|19316
202109|2021-09-01 00:00:00.0|6|15|3|3|1|55
202109|2021-09-01 00:00:00.0|6|15|3|3|2|16230
202109|2021-09-01 00:00:00.0|6|15|4|1|1|1
202109|2021-09-01 00:00:00.0|6|15|4|1|2|41
202109|2021-09-01 00:00:00.0|6|15|4|2|1|30
202109|2021-09-01 00:00:00.0|6|15|4|2|2|5851
202109|2021-09-01 00:00:00.0|6|15|4|3|1|9
202109|2021-09-01 00:00:00.0|6|15|4|3|2|5828
202109|2021-09-01 00:00:00.0|6|15|5|1|1|1
202109|2021-09-01 00:00:00.0|6|15|5|1|2|970
202109|2021-09-01 00:00:00.0|6|15|5|2|1|116
202109|2021-09-01 00:00:00.0|6|15|5|2|2|24220
202109|2021-09-01 00:00:00.0|6|15|5|3|1|18
202109|2021-09-01 00:00:00.0|6|15|5|3|2|10147
202109|2021-09-01 00:00:00.0|6|16|1|2|1|4
202109|2021-09-01 00:00:00.0|6|16|1|2|2|248
202109|2021-09-01 00:00:00.0|6|16|1|3|1|1
202109|2021-09-01 00:00:00.0|6|16|1|3|2|93
202109|2021-09-01 00:00:00.0|6|16|2|1|2|1
202109|2021-09-01 00:00:00.0|6|16|2|2|1|7
202109|2021-09-01 00:00:00.0|6|16|2|2|2|296
202109|2021-09-01 00:00:00.0|6|16|2|3|2|107
202109|2021-09-01 00:00:00.0|6|16|3|1|2|1
202109|2021-09-01 00:00:00.0|6|16|3|2|1|1
202109|2021-09-01 00:00:00.0|6|16|3|2|2|367
202109|2021-09-01 00:00:00.0|6|16|3|3|2|131
202109|2021-09-01 00:00:00.0|6|16|4|2|1|1
202109|2021-09-01 00:00:00.0|6|16|4|2|2|83
202109|2021-09-01 00:00:00.0|6|16|4|3|2|41
202109|2021-09-01 00:00:00.0|6|16|5|1|1|1
202109|2021-09-01 00:00:00.0|6|16|5|1|2|23
202109|2021-09-01 00:00:00.0|6|16|5|2|2|339
202109|2021-09-01 00:00:00.0|6|16|5|3|2|46
202109|2021-09-01 00:00:00.0|6|17|1|1|2|1
202109|2021-09-01 00:00:00.0|6|17|1|2|1|1
202109|2021-09-01 00:00:00.0|6|17|1|2|2|57
202109|2021-09-01 00:00:00.0|6|17|1|3|2|41
202109|2021-09-01 00:00:00.0|6|17|2|2|1|1
202109|2021-09-01 00:00:00.0|6|17|2|2|2|85
202109|2021-09-01 00:00:00.0|6|17|2|3|1|2
202109|2021-09-01 00:00:00.0|6|17|2|3|2|43
202109|2021-09-01 00:00:00.0|6|17|3|1|2|1
202109|2021-09-01 00:00:00.0|6|17|3|2|1|1
202109|2021-09-01 00:00:00.0|6|17|3|2|2|57
202109|2021-09-01 00:00:00.0|6|17|3|3|2|24
202109|2021-09-01 00:00:00.0|6|17|4|1|2|1
202109|2021-09-01 00:00:00.0|6|17|4|2|2|27
202109|2021-09-01 00:00:00.0|6|17|4|3|2|13
202109|2021-09-01 00:00:00.0|6|17|5|1|2|1
202109|2021-09-01 00:00:00.0|6|17|5|2|2|56
202109|2021-09-01 00:00:00.0|6|17|5|3|2|31
202109|2021-09-01 00:00:00.0|6|18|1|2|1|1
202109|2021-09-01 00:00:00.0|6|18|1|2|2|171
202109|2021-09-01 00:00:00.0|6|18|1|3|1|2
202109|2021-09-01 00:00:00.0|6|18|1|3|2|94
202109|2021-09-01 00:00:00.0|6|18|2|2|1|2
202109|2021-09-01 00:00:00.0|6|18|2|2|2|145
202109|2021-09-01 00:00:00.0|6|18|2|3|2|71
202109|2021-09-01 00:00:00.0|6|18|3|1|2|2
202109|2021-09-01 00:00:00.0|6|18|3|2|2|182
202109|2021-09-01 00:00:00.0|6|18|3|3|2|106
202109|2021-09-01 00:00:00.0|6|18|4|2|2|51
202109|2021-09-01 00:00:00.0|6|18|4|3|2|28
202109|2021-09-01 00:00:00.0|6|18|5|1|2|4
202109|2021-09-01 00:00:00.0|6|18|5|2|2|178
202109|2021-09-01 00:00:00.0|6|18|5|3|2|69
202109|2021-09-01 00:00:00.0|6|19|1|2|1|3
202109|2021-09-01 00:00:00.0|6|19|1|2|2|175
202109|2021-09-01 00:00:00.0|6|19|1|3|1|1
202109|2021-09-01 00:00:00.0|6|19|1|3|2|140
202109|2021-09-01 00:00:00.0|6|19|2|2|2|198
202109|2021-09-01 00:00:00.0|6|19|2|3|1|2
202109|2021-09-01 00:00:00.0|6|19|2|3|2|176
202109|2021-09-01 00:00:00.0|6|19|3|1|2|2
202109|2021-09-01 00:00:00.0|6|19|3|2|1|2
202109|2021-09-01 00:00:00.0|6|19|3|2|2|201
202109|2021-09-01 00:00:00.0|6|19|3|3|2|155
202109|2021-09-01 00:00:00.0|6|19|4|2|2|47
202109|2021-09-01 00:00:00.0|6|19|4|3|2|55
202109|2021-09-01 00:00:00.0|6|19|5|1|2|2
202109|2021-09-01 00:00:00.0|6|19|5|2|2|159
202109|2021-09-01 00:00:00.0|6|19|5|3|2|60
202109|2021-09-01 00:00:00.0|6|20|1|1|2|4
202109|2021-09-01 00:00:00.0|6|20|1|2|1|9
202109|2021-09-01 00:00:00.0|6|20|1|2|2|1953
202109|2021-09-01 00:00:00.0|6|20|1|3|1|10
202109|2021-09-01 00:00:00.0|6|20|1|3|2|1149
202109|2021-09-01 00:00:00.0|6|20|2|1|2|3
202109|2021-09-01 00:00:00.0|6|20|2|2|1|10
202109|2021-09-01 00:00:00.0|6|20|2|2|2|2206
202109|2021-09-01 00:00:00.0|6|20|2|3|1|10
202109|2021-09-01 00:00:00.0|6|20|2|3|2|1434
202109|2021-09-01 00:00:00.0|6|20|3|1|2|9
202109|2021-09-01 00:00:00.0|6|20|3|2|1|11
202109|2021-09-01 00:00:00.0|6|20|3|2|2|2416
202109|2021-09-01 00:00:00.0|6|20|3|3|1|7
202109|2021-09-01 00:00:00.0|6|20|3|3|2|1468
202109|2021-09-01 00:00:00.0|6|20|4|1|2|3
202109|2021-09-01 00:00:00.0|6|20|4|2|1|5
202109|2021-09-01 00:00:00.0|6|20|4|2|2|812
202109|2021-09-01 00:00:00.0|6|20|4|3|1|2
202109|2021-09-01 00:00:00.0|6|20|4|3|2|586
202109|2021-09-01 00:00:00.0|6|20|5|1|2|52
202109|2021-09-01 00:00:00.0|6|20|5|2|1|5
202109|2021-09-01 00:00:00.0|6|20|5|2|2|2311
202109|2021-09-01 00:00:00.0|6|20|5|3|1|2
202109|2021-09-01 00:00:00.0|6|20|5|3|2|732
202109|2021-09-01 00:00:00.0|6|21|1|2|1|6
202109|2021-09-01 00:00:00.0|6|21|1|2|2|757
202109|2021-09-01 00:00:00.0|6|21|1|3|1|12
202109|2021-09-01 00:00:00.0|6|21|1|3|2|552
202109|2021-09-01 00:00:00.0|6|21|2|1|2|2
202109|2021-09-01 00:00:00.0|6|21|2|2|1|8
202109|2021-09-01 00:00:00.0|6|21|2|2|2|838
202109|2021-09-01 00:00:00.0|6|21|2|3|1|1
202109|2021-09-01 00:00:00.0|6|21|2|3|2|487
202109|2021-09-01 00:00:00.0|6|21|3|1|2|1
202109|2021-09-01 00:00:00.0|6|21|3|2|1|5
202109|2021-09-01 00:00:00.0|6|21|3|2|2|762
202109|2021-09-01 00:00:00.0|6|21|3|3|1|2
202109|2021-09-01 00:00:00.0|6|21|3|3|2|461
202109|2021-09-01 00:00:00.0|6|21|4|2|2|238
202109|2021-09-01 00:00:00.0|6|21|4|3|2|191
202109|2021-09-01 00:00:00.0|6|21|5|1|2|13
202109|2021-09-01 00:00:00.0|6|21|5|2|1|2
202109|2021-09-01 00:00:00.0|6|21|5|2|2|533
202109|2021-09-01 00:00:00.0|6|21|5|3|2|275
202109|2021-09-01 00:00:00.0|6|22|1|1|2|1
202109|2021-09-01 00:00:00.0|6|22|1|2|2|419
202109|2021-09-01 00:00:00.0|6|22|1|3|1|6
202109|2021-09-01 00:00:00.0|6|22|1|3|2|328
202109|2021-09-01 00:00:00.0|6|22|2|1|2|4
202109|2021-09-01 00:00:00.0|6|22|2|2|2|482
202109|2021-09-01 00:00:00.0|6|22|2|3|1|3
202109|2021-09-01 00:00:00.0|6|22|2|3|2|378
202109|2021-09-01 00:00:00.0|6|22|3|1|2|2
202109|2021-09-01 00:00:00.0|6|22|3|2|1|1
202109|2021-09-01 00:00:00.0|6|22|3|2|2|563
202109|2021-09-01 00:00:00.0|6|22|3|3|1|2
202109|2021-09-01 00:00:00.0|6|22|3|3|2|406
202109|2021-09-01 00:00:00.0|6|22|4|2|1|2
202109|2021-09-01 00:00:00.0|6|22|4|2|2|128
202109|2021-09-01 00:00:00.0|6|22|4|3|2|144
202109|2021-09-01 00:00:00.0|6|22|5|1|2|5
202109|2021-09-01 00:00:00.0|6|22|5|2|1|1
202109|2021-09-01 00:00:00.0|6|22|5|2|2|436
202109|2021-09-01 00:00:00.0|6|22|5|3|2|171
202109|2021-09-01 00:00:00.0|6|23|1|1|2|1
202109|2021-09-01 00:00:00.0|6|23|1|2|2|294
202109|2021-09-01 00:00:00.0|6|23|1|3|1|3
202109|2021-09-01 00:00:00.0|6|23|1|3|2|259
202109|2021-09-01 00:00:00.0|6|23|2|1|2|2
202109|2021-09-01 00:00:00.0|6|23|2|2|1|1
202109|2021-09-01 00:00:00.0|6|23|2|2|2|230
202109|2021-09-01 00:00:00.0|6|23|2|3|2|240
202109|2021-09-01 00:00:00.0|6|23|3|1|2|1
202109|2021-09-01 00:00:00.0|6|23|3|2|2|272
202109|2021-09-01 00:00:00.0|6|23|3|3|2|266
202109|2021-09-01 00:00:00.0|6|23|4|2|1|1
202109|2021-09-01 00:00:00.0|6|23|4|2|2|75
202109|2021-09-01 00:00:00.0|6|23|4|3|1|2
202109|2021-09-01 00:00:00.0|6|23|4|3|2|104
202109|2021-09-01 00:00:00.0|6|23|5|1|2|7
202109|2021-09-01 00:00:00.0|6|23|5|2|1|2
202109|2021-09-01 00:00:00.0|6|23|5|2|2|352
202109|2021-09-01 00:00:00.0|6|23|5|3|2|253
202109|2021-09-01 00:00:00.0|6|24|1|2|1|3
202109|2021-09-01 00:00:00.0|6|24|1|2|2|285
202109|2021-09-01 00:00:00.0|6|24|1|3|1|2
202109|2021-09-01 00:00:00.0|6|24|1|3|2|129
202109|2021-09-01 00:00:00.0|6|24|2|2|2|269
202109|2021-09-01 00:00:00.0|6|24|2|3|2|147
202109|2021-09-01 00:00:00.0|6|24|3|2|1|2
202109|2021-09-01 00:00:00.0|6|24|3|2|2|263
202109|2021-09-01 00:00:00.0|6|24|3|3|2|139
202109|2021-09-01 00:00:00.0|6|24|4|1|2|1
202109|2021-09-01 00:00:00.0|6|24|4|2|1|1
202109|2021-09-01 00:00:00.0|6|24|4|2|2|73
202109|2021-09-01 00:00:00.0|6|24|4|3|1|1
202109|2021-09-01 00:00:00.0|6|24|4|3|2|50
202109|2021-09-01 00:00:00.0|6|24|5|1|2|13
202109|2021-09-01 00:00:00.0|6|24|5|2|1|1
202109|2021-09-01 00:00:00.0|6|24|5|2|2|223
202109|2021-09-01 00:00:00.0|6|24|5|3|2|56
202109|2021-09-01 00:00:00.0|6|25|1|1|2|1
202109|2021-09-01 00:00:00.0|6|25|1|2|1|10
202109|2021-09-01 00:00:00.0|6|25|1|2|2|382
202109|2021-09-01 00:00:00.0|6|25|1|3|1|5
202109|2021-09-01 00:00:00.0|6|25|1|3|2|187
202109|2021-09-01 00:00:00.0|6|25|2|1|2|2
202109|2021-09-01 00:00:00.0|6|25|2|2|1|4
202109|2021-09-01 00:00:00.0|6|25|2|2|2|387
202109|2021-09-01 00:00:00.0|6|25|2|3|2|193
202109|2021-09-01 00:00:00.0|6|25|3|1|2|2
202109|2021-09-01 00:00:00.0|6|25|3|2|1|1
202109|2021-09-01 00:00:00.0|6|25|3|2|2|508
202109|2021-09-01 00:00:00.0|6|25|3|3|1|2
202109|2021-09-01 00:00:00.0|6|25|3|3|2|164
202109|2021-09-01 00:00:00.0|6|25|4|1|2|1
202109|2021-09-01 00:00:00.0|6|25|4|2|2|153
202109|2021-09-01 00:00:00.0|6|25|4|3|2|80
202109|2021-09-01 00:00:00.0|6|25|5|1|2|14
202109|2021-09-01 00:00:00.0|6|25|5|2|1|4
202109|2021-09-01 00:00:00.0|6|25|5|2|2|456
202109|2021-09-01 00:00:00.0|6|25|5|3|2|82
202109|2021-09-01 00:00:00.0|6|99|1|1|2|1
202109|2021-09-01 00:00:00.0|6|99|1|2|1|2
202109|2021-09-01 00:00:00.0|6|99|1|2|2|92
202109|2021-09-01 00:00:00.0|6|99|1|3|2|20
202109|2021-09-01 00:00:00.0|6|99|2|2|2|41
202109|2021-09-01 00:00:00.0|6|99|2|3|2|14
202109|2021-09-01 00:00:00.0|6|99|3|1|2|1
202109|2021-09-01 00:00:00.0|6|99|3|2|2|42
202109|2021-09-01 00:00:00.0|6|99|3|3|2|20
202109|2021-09-01 00:00:00.0|6|99|4|2|2|26
202109|2021-09-01 00:00:00.0|6|99|4|3|2|25
202109|2021-09-01 00:00:00.0|6|99|5|1|2|15
202109|2021-09-01 00:00:00.0|6|99|5|2|2|367
202109|2021-09-01 00:00:00.0|6|99|5|3|2|59
202109|2021-09-01 00:00:00.0|7|1|1|2|1|2
202109|2021-09-01 00:00:00.0|7|1|1|2|2|90
202109|2021-09-01 00:00:00.0|7|1|1|3|2|49
202109|2021-09-01 00:00:00.0|7|1|2|2|2|114
202109|2021-09-01 00:00:00.0|7|1|2|3|1|1
202109|2021-09-01 00:00:00.0|7|1|2|3|2|34
202109|2021-09-01 00:00:00.0|7|1|3|1|2|2
202109|2021-09-01 00:00:00.0|7|1|3|2|1|1
202109|2021-09-01 00:00:00.0|7|1|3|2|2|246
202109|2021-09-01 00:00:00.0|7|1|3|3|2|158
202109|2021-09-01 00:00:00.0|7|1|4|2|1|1
202109|2021-09-01 00:00:00.0|7|1|4|2|2|117
202109|2021-09-01 00:00:00.0|7|1|4|3|2|119
202109|2021-09-01 00:00:00.0|7|1|5|1|2|11
202109|2021-09-01 00:00:00.0|7|1|5|2|1|2
202109|2021-09-01 00:00:00.0|7|1|5|2|2|358
202109|2021-09-01 00:00:00.0|7|1|5|3|2|232
202109|2021-09-01 00:00:00.0|7|2|1|1|2|1
202109|2021-09-01 00:00:00.0|7|2|1|2|1|1
202109|2021-09-01 00:00:00.0|7|2|1|2|2|666
202109|2021-09-01 00:00:00.0|7|2|1|3|1|3
202109|2021-09-01 00:00:00.0|7|2|1|3|2|273
202109|2021-09-01 00:00:00.0|7|2|2|1|2|4
202109|2021-09-01 00:00:00.0|7|2|2|2|1|1
202109|2021-09-01 00:00:00.0|7|2|2|2|2|512
202109|2021-09-01 00:00:00.0|7|2|2|3|2|170
202109|2021-09-01 00:00:00.0|7|2|3|1|2|8
202109|2021-09-01 00:00:00.0|7|2|3|2|1|3
202109|2021-09-01 00:00:00.0|7|2|3|2|2|1136
202109|2021-09-01 00:00:00.0|7|2|3|3|2|742
202109|2021-09-01 00:00:00.0|7|2|4|1|2|1
202109|2021-09-01 00:00:00.0|7|2|4|2|1|3
202109|2021-09-01 00:00:00.0|7|2|4|2|2|373
202109|2021-09-01 00:00:00.0|7|2|4|3|1|3
202109|2021-09-01 00:00:00.0|7|2|4|3|2|502
202109|2021-09-01 00:00:00.0|7|2|5|1|1|1
202109|2021-09-01 00:00:00.0|7|2|5|1|2|53
202109|2021-09-01 00:00:00.0|7|2|5|2|1|17
202109|2021-09-01 00:00:00.0|7|2|5|2|2|2401
202109|2021-09-01 00:00:00.0|7|2|5|3|1|2
202109|2021-09-01 00:00:00.0|7|2|5|3|2|1598
202109|2021-09-01 00:00:00.0|7|3|1|2|1|1
202109|2021-09-01 00:00:00.0|7|3|1|2|2|50
202109|2021-09-01 00:00:00.0|7|3|1|3|2|31
202109|2021-09-01 00:00:00.0|7|3|2|1|2|1
202109|2021-09-01 00:00:00.0|7|3|2|2|1|2
202109|2021-09-01 00:00:00.0|7|3|2|2|2|67
202109|2021-09-01 00:00:00.0|7|3|2|3|2|20
202109|2021-09-01 00:00:00.0|7|3|3|2|2|150
202109|2021-09-01 00:00:00.0|7|3|3|3|2|86
202109|2021-09-01 00:00:00.0|7|3|4|1|2|1
202109|2021-09-01 00:00:00.0|7|3|4|2|1|2
202109|2021-09-01 00:00:00.0|7|3|4|2|2|56
202109|2021-09-01 00:00:00.0|7|3|4|3|2|60
202109|2021-09-01 00:00:00.0|7|3|5|1|2|6
202109|2021-09-01 00:00:00.0|7|3|5|2|2|187
202109|2021-09-01 00:00:00.0|7|3|5|3|2|142
202109|2021-09-01 00:00:00.0|7|4|1|1|2|5
202109|2021-09-01 00:00:00.0|7|4|1|2|1|14
202109|2021-09-01 00:00:00.0|7|4|1|2|2|1252
202109|2021-09-01 00:00:00.0|7|4|1|3|1|8
202109|2021-09-01 00:00:00.0|7|4|1|3|2|373
202109|2021-09-01 00:00:00.0|7|4|2|1|2|6
202109|2021-09-01 00:00:00.0|7|4|2|2|1|5
202109|2021-09-01 00:00:00.0|7|4|2|2|2|1163
202109|2021-09-01 00:00:00.0|7|4|2|3|1|2
202109|2021-09-01 00:00:00.0|7|4|2|3|2|366
202109|2021-09-01 00:00:00.0|7|4|3|1|2|8
202109|2021-09-01 00:00:00.0|7|4|3|2|1|14
202109|2021-09-01 00:00:00.0|7|4|3|2|2|2009
202109|2021-09-01 00:00:00.0|7|4|3|3|1|6
202109|2021-09-01 00:00:00.0|7|4|3|3|2|1062
202109|2021-09-01 00:00:00.0|7|4|4|1|2|5
202109|2021-09-01 00:00:00.0|7|4|4|2|1|3
202109|2021-09-01 00:00:00.0|7|4|4|2|2|717
202109|2021-09-01 00:00:00.0|7|4|4|3|1|4
202109|2021-09-01 00:00:00.0|7|4|4|3|2|755
202109|2021-09-01 00:00:00.0|7|4|5|1|1|1
202109|2021-09-01 00:00:00.0|7|4|5|1|2|80
202109|2021-09-01 00:00:00.0|7|4|5|2|1|18
202109|2021-09-01 00:00:00.0|7|4|5|2|2|3780
202109|2021-09-01 00:00:00.0|7|4|5|3|1|4
202109|2021-09-01 00:00:00.0|7|4|5|3|2|2568
202109|2021-09-01 00:00:00.0|7|5|1|2|1|1
202109|2021-09-01 00:00:00.0|7|5|1|2|2|131
202109|2021-09-01 00:00:00.0|7|5|1|3|1|1
202109|2021-09-01 00:00:00.0|7|5|1|3|2|49
202109|2021-09-01 00:00:00.0|7|5|2|1|2|2
202109|2021-09-01 00:00:00.0|7|5|2|2|1|1
202109|2021-09-01 00:00:00.0|7|5|2|2|2|151
202109|2021-09-01 00:00:00.0|7|5|2|3|2|35
202109|2021-09-01 00:00:00.0|7|5|3|1|2|1
202109|2021-09-01 00:00:00.0|7|5|3|2|1|1
202109|2021-09-01 00:00:00.0|7|5|3|2|2|246
202109|2021-09-01 00:00:00.0|7|5|3|3|2|130
202109|2021-09-01 00:00:00.0|7|5|4|2|2|69
202109|2021-09-01 00:00:00.0|7|5|4|3|1|1
202109|2021-09-01 00:00:00.0|7|5|4|3|2|96
202109|2021-09-01 00:00:00.0|7|5|5|1|2|10
202109|2021-09-01 00:00:00.0|7|5|5|2|1|1
202109|2021-09-01 00:00:00.0|7|5|5|2|2|357
202109|2021-09-01 00:00:00.0|7|5|5|3|2|242
202109|2021-09-01 00:00:00.0|7|6|1|1|2|1
202109|2021-09-01 00:00:00.0|7|6|1|2|1|6
202109|2021-09-01 00:00:00.0|7|6|1|2|2|406
202109|2021-09-01 00:00:00.0|7|6|1|3|2|186
202109|2021-09-01 00:00:00.0|7|6|2|1|2|2
202109|2021-09-01 00:00:00.0|7|6|2|2|2|381
202109|2021-09-01 00:00:00.0|7|6|2|3|1|1
202109|2021-09-01 00:00:00.0|7|6|2|3|2|117
202109|2021-09-01 00:00:00.0|7|6|3|1|2|2
202109|2021-09-01 00:00:00.0|7|6|3|2|1|5
202109|2021-09-01 00:00:00.0|7|6|3|2|2|833
202109|2021-09-01 00:00:00.0|7|6|3|3|1|3
202109|2021-09-01 00:00:00.0|7|6|3|3|2|502
202109|2021-09-01 00:00:00.0|7|6|4|1|2|2
202109|2021-09-01 00:00:00.0|7|6|4|2|1|1
202109|2021-09-01 00:00:00.0|7|6|4|2|2|315
202109|2021-09-01 00:00:00.0|7|6|4|3|1|1
202109|2021-09-01 00:00:00.0|7|6|4|3|2|301
202109|2021-09-01 00:00:00.0|7|6|5|1|2|22
202109|2021-09-01 00:00:00.0|7|6|5|2|1|7
202109|2021-09-01 00:00:00.0|7|6|5|2|2|996
202109|2021-09-01 00:00:00.0|7|6|5|3|2|670
202109|2021-09-01 00:00:00.0|7|7|1|1|2|10
202109|2021-09-01 00:00:00.0|7|7|1|2|1|3
202109|2021-09-01 00:00:00.0|7|7|1|2|2|1038
202109|2021-09-01 00:00:00.0|7|7|1|3|1|1
202109|2021-09-01 00:00:00.0|7|7|1|3|2|386
202109|2021-09-01 00:00:00.0|7|7|2|1|2|7
202109|2021-09-01 00:00:00.0|7|7|2|2|1|5
202109|2021-09-01 00:00:00.0|7|7|2|2|2|949
202109|2021-09-01 00:00:00.0|7|7|2|3|2|326
202109|2021-09-01 00:00:00.0|7|7|3|1|2|15
202109|2021-09-01 00:00:00.0|7|7|3|2|1|7
202109|2021-09-01 00:00:00.0|7|7|3|2|2|1918
202109|2021-09-01 00:00:00.0|7|7|3|3|1|1
202109|2021-09-01 00:00:00.0|7|7|3|3|2|1089
202109|2021-09-01 00:00:00.0|7|7|4|1|2|6
202109|2021-09-01 00:00:00.0|7|7|4|2|1|3
202109|2021-09-01 00:00:00.0|7|7|4|2|2|839
202109|2021-09-01 00:00:00.0|7|7|4|3|1|2
202109|2021-09-01 00:00:00.0|7|7|4|3|2|722
202109|2021-09-01 00:00:00.0|7|7|5|1|1|2
202109|2021-09-01 00:00:00.0|7|7|5|1|2|160
202109|2021-09-01 00:00:00.0|7|7|5|2|1|20
202109|2021-09-01 00:00:00.0|7|7|5|2|2|5180
202109|2021-09-01 00:00:00.0|7|7|5|3|1|5
202109|2021-09-01 00:00:00.0|7|7|5|3|2|2367
202109|2021-09-01 00:00:00.0|7|8|1|1|2|3
202109|2021-09-01 00:00:00.0|7|8|1|2|1|2
202109|2021-09-01 00:00:00.0|7|8|1|2|2|411
202109|2021-09-01 00:00:00.0|7|8|1|3|2|143
202109|2021-09-01 00:00:00.0|7|8|2|1|2|3
202109|2021-09-01 00:00:00.0|7|8|2|2|1|4
202109|2021-09-01 00:00:00.0|7|8|2|2|2|467
202109|2021-09-01 00:00:00.0|7|8|2|3|2|108
202109|2021-09-01 00:00:00.0|7|8|3|1|2|3
202109|2021-09-01 00:00:00.0|7|8|3|2|1|6
202109|2021-09-01 00:00:00.0|7|8|3|2|2|763
202109|2021-09-01 00:00:00.0|7|8|3|3|2|283
202109|2021-09-01 00:00:00.0|7|8|4|2|1|1
202109|2021-09-01 00:00:00.0|7|8|4|2|2|274
202109|2021-09-01 00:00:00.0|7|8|4|3|2|223
202109|2021-09-01 00:00:00.0|7|8|5|1|2|34
202109|2021-09-01 00:00:00.0|7|8|5|2|1|3
202109|2021-09-01 00:00:00.0|7|8|5|2|2|1234
202109|2021-09-01 00:00:00.0|7|8|5|3|1|1
202109|2021-09-01 00:00:00.0|7|8|5|3|2|668
202109|2021-09-01 00:00:00.0|7|9|1|1|2|1
202109|2021-09-01 00:00:00.0|7|9|1|2|2|65
202109|2021-09-01 00:00:00.0|7|9|1|3|2|26
202109|2021-09-01 00:00:00.0|7|9|2|2|2|91
202109|2021-09-01 00:00:00.0|7|9|2|3|2|17
202109|2021-09-01 00:00:00.0|7|9|3|2|1|1
202109|2021-09-01 00:00:00.0|7|9|3|2|2|206
202109|2021-09-01 00:00:00.0|7|9|3|3|1|1
202109|2021-09-01 00:00:00.0|7|9|3|3|2|84
202109|2021-09-01 00:00:00.0|7|9|4|2|2|53
202109|2021-09-01 00:00:00.0|7|9|4|3|2|34
202109|2021-09-01 00:00:00.0|7|9|5|1|2|5
202109|2021-09-01 00:00:00.0|7|9|5|2|1|1
202109|2021-09-01 00:00:00.0|7|9|5|2|2|140
202109|2021-09-01 00:00:00.0|7|9|5|3|2|72
